PLATEIFU,RA,DEC,REDSHIFT,LOG_MASS,FUV_MAG,NUV_MAG,U_MAG,G_MAG,R_MAG,I_MAG,Z_MAG
8256-3703,167.049681744,42.1196937579,0.036215,10.46055,21.672253,20.461246,17.230669,15.426842,14.5659275,14.138091,13.80004
8451-3703,167.049681744,42.1196937579,0.036215,10.46055,21.672253,20.461246,17.230669,15.426842,14.5659275,14.138091,13.80004
8274-3703,167.049681744,42.1196937579,0.036215,10.46055,21.672253,20.461246,17.230669,15.426842,14.5659275,14.138091,13.80004
8081-6102,49.940137223,-0.077189233391,0.0369212,10.460944,20.945765,20.275076,17.506813,15.6463175,14.7804575,14.320681,13.993174
8080-6104,49.5841798618,-0.824657888672,0.0366757,10.461751,18.533398,18.070045,16.68308,15.283013,14.561445,14.14307,13.896795
8724-3702,131.115209882,55.6285355083,0.0310755,10.463007,21.344893,20.28494,17.036669,15.169358,14.300838,13.859773,13.556248
9029-3703,246.907116078,42.6382296108,0.0310462,10.465136,21.524275,19.904224,16.7261,14.991305,14.201772,13.810891,13.514027
8611-12703,261.557238855,62.1494611311,0.027828,10.465425,19.164886,18.59912,16.262388,14.870933,14.062319,13.609391,13.269827
8143-12704,119.560036646,42.2686686418,0.0315863,10.465558,18.919325,18.652184,16.552912,15.0861845,14.302105,13.856791,13.528508
8950-6103,194.946441447,27.7102986598,0.0279834,10.466504,21.005468,19.342052,16.273468,14.626814,13.879077,13.509024,13.260637
8140-12703,117.898469126,42.8801150745,0.0320322,10.469362,17.495731,17.116018,15.912083,14.566168,13.968454,13.604489,13.347696
8141-6102,118.648986177,44.1518134268,0.0313438,10.469614,20.575344,20.350113,16.939165,15.154936,14.314224,13.876837,13.599289
9050-3704,245.995003624,22.3933672694,0.0370079,10.470027,18.43273,17.680273,16.184397,14.896962,14.29434,13.936474,13.687132
9869-3702,245.963654286,40.1308809787,0.0324699,10.470106,20.444778,19.41486,17.018574,15.110374,14.280037,13.85959,13.54485
8948-12702,164.971102678,50.0152009606,0.0257135,10.470647,17.358833,16.780691,15.753416,14.359541,13.64657,13.292705,13.076064
8977-9101,118.31988726,32.5437329364,0.0279532,10.47316,20.081993,19.210415,16.710567,14.912427,14.044849,13.592446,13.260554
8078-12703,42.5702667337,0.0919901487903,0.0280766,10.473575,17.365892,17.081892,15.830525,14.508448,13.853111,13.485786,13.237253
8993-12705,165.391530621,45.6538679753,0.0294089,10.473821,16.828953,16.34371,15.386726,14.123847,13.571561,13.237061,12.995112
8083-12702,50.245414,-0.367683,0.0209779,10.473874,16.152752,15.695832,14.491548,13.30503,12.7594795,12.454279,11.814357
8624-6104,263.690816799,58.9375590147,0.0306942,10.474445,19.158766,20.516571,16.818487,15.132364,14.270108,13.832024,13.554953
8551-3703,235.018757659,46.10594294,0.0365581,10.4750595,24.51465,20.73117,17.01992,15.378482,14.576122,14.17847,13.907547
9026-6104,250.734618202,43.9969039082,0.0310687,10.475074,20.377329,19.449533,16.917198,15.106049,14.226153,13.737278,13.390556
8249-12704,137.377511499,45.9523523666,0.0269196,10.47656,16.84526,16.635502,15.491998,14.225675,13.651062,13.27303,13.075662
9502-6103,129.40411696,24.9997958761,0.0288966,10.477793,20.486862,19.65253,16.701063,14.915687,14.0769005,13.637595,13.354848
9869-3703,247.744881322,40.9305924298,0.0316739,10.477847,21.741512,19.984283,16.634745,14.998123,14.2088995,13.810967,13.538709
9195-6104,28.9665870132,14.9402756516,0.0438183,10.481165,17.670143,17.221893,16.1911,14.992232,14.462348,14.113188,13.908901
9491-3703,120.404052856,18.8851684429,0.0391491,10.4816675,Infinity,Infinity,17.217466,15.478087,14.635402,14.149594,13.830924
7991-12703,258.960057196,57.3667530035,0.0300075,10.481707,19.742895,19.276312,16.697252,15.050074,14.211538,13.738228,13.427473
8323-1902,197.017360635,34.0075733118,0.0331666,10.482161,20.937454,19.458048,16.850025,15.069085,14.24666,13.854071,13.570845
8320-3703,206.299565786,23.0718639552,0.0279127,10.482703,20.443293,19.434467,16.469227,14.721718,13.896847,13.502089,13.2027855
9502-6104,129.54269228,25.0987933236,0.0285765,10.483417,19.799381,19.875309,16.7566,14.893286,14.045074,13.606599,13.31409
8249-12703,139.55919103,45.6516888989,0.0269041,10.483939,16.708178,16.341545,15.285127,14.052998,13.480165,13.169478,12.9776
9888-12705,236.901377571,26.0637670424,0.0315789,10.485432,Infinity,Infinity,15.733084,14.432302,13.825794,13.470793,13.250681
8077-6101,41.6999087151,0.421577106474,0.0282739,10.485517,20.950077,19.62706,16.449375,14.758394,13.988963,13.577478,13.327196
8996-3701,172.710872121,52.2077083462,0.033837,10.4859915,21.434795,21.08357,16.942585,15.1746645,14.362815,13.976909,13.709213
8616-12702,322.306045964,-0.294765358572,0.0305366,10.489045,18.62587,18.095898,16.14611,14.646305,14.029667,13.637763,13.349402
9508-12702,125.740492461,25.7387335493,0.0279149,10.489142,18.457335,17.91785,16.216667,14.717926,13.908567,13.428821,13.118521
8604-12705,247.185104669,39.473838506,0.0271759,10.489168,20.496826,19.451864,16.690668,14.679802,13.857328,13.438898,13.17045
8445-12701,203.958189452,34.9989487463,0.025054,10.489638,16.675997,15.995638,15.082913,13.831853,13.257655,12.92661,12.721697
8082-6102,49.9459168383,0.584580029822,0.0241663,10.489761,20.413422,18.60409,16.20747,14.458194,13.61465,13.15049,12.851434
8945-9102,173.618706185,46.3605596127,0.0338424,10.490473,18.339987,17.943651,16.291025,14.972428,14.254806,13.823184,13.587894
8322-3701,199.066481776,30.264531572,0.0491864,10.490757,16.774519,16.480469,15.765446,14.764713,14.358603,14.056174,13.888155
8603-12705,247.280269588,40.5910287121,0.0327969,10.49131,22.320387,20.198757,16.96551,15.065726,14.2776785,13.878157,13.602075
8592-6102,223.320794637,52.0442624724,0.0368902,10.491685,18.531696,17.830004,16.655548,15.0956135,14.368759,13.9799,13.714186
8465-12705,198.236315095,47.4566280096,0.0281378,10.493671,18.177025,17.780464,16.119751,14.541306,13.833594,13.424543,13.182803
8134-12702,114.455928451,46.3976622911,0.0321263,10.493935,18.86604,18.011238,16.335424,14.979021,14.231383,13.792609,13.44036
9029-3704,247.164907423,41.1110262056,0.0332592,10.494194,21.490595,20.168386,16.931196,15.116633,14.304683,13.8904505,13.583706
8626-3704,262.86580639,56.739513727,0.0300159,10.495676,20.054234,19.35555,16.722927,14.975789,14.14384,13.733426,13.435125
9038-3704,237.493702179,42.0783199779,0.0352608,10.4976,21.578176,20.394003,17.041569,15.239911,14.436649,14.032634,13.762517
8979-6104,242.45130039,42.333990796,0.0386498,10.4982605,17.450455,17.095547,16.164595,14.808326,14.250295,13.891365,13.75543
8943-3702,155.62506779,36.5993120344,0.0261484,10.499469,18.157503,17.795897,15.871279,14.415575,13.665309,13.268396,12.992534
9027-12701,243.935921424,31.9639551562,0.0315467,10.500926,16.728354,16.330976,15.344308,14.161686,13.648964,13.341581,13.123219
8084-12703,51.1699181501,-0.681472614144,0.0391104,10.501106,18.840813,18.354677,16.708858,15.349298,14.599392,14.244362,13.998983
10001-6103,134.008123053,57.3909643699,0.0406264,10.501567,20.689672,20.09964,17.434618,15.633364,14.794123,14.363582,13.995104
8323-12705,196.793914503,34.2980074671,0.0338421,10.502224,19.912758,18.817364,16.760033,15.019819,14.195087,13.7921915,13.489005
8239-3703,116.522958437,48.8479689576,0.0327643,10.502423,21.242567,20.505842,17.12009,15.251159,14.378118,13.942422,13.640572
8602-12705,247.4626868,39.7665109344,0.0318464,10.502494,16.29226,16.101128,15.408932,14.237509,13.721612,13.398307,13.176161
9487-9102,123.820325773,46.0752533433,0.0409732,10.502731,18.110785,17.323483,16.129961,14.952948,14.359632,13.972231,13.740421
9497-12703,118.64175884,20.0618811624,0.0412464,10.502746,Infinity,Infinity,16.62518,15.217357,14.519355,14.131455,13.825979
8603-12704,247.893876589,40.5655973228,0.0273289,10.503829,18.476492,17.57739,15.803839,14.410466,13.716513,13.344887,13.086218
9505-1901,139.171289037,29.3394923014,0.0362161,10.504503,22.055395,20.755596,17.16807,15.3423605,14.481311,14.058015,13.737981
9029-6101,246.939953427,41.0727088634,0.0333227,10.505284,21.550056,20.450264,16.752016,15.149252,14.300115,13.875182,13.541068
8997-6104,172.443012084,51.2457080513,0.0337257,10.5055485,20.450178,19.937801,16.922512,15.1789665,14.326492,13.880268,13.566539
8247-6103,136.719982444,41.4082517095,0.0273577,10.506291,20.634172,19.531677,16.267662,14.628918,13.8375025,13.420047,13.137432
8591-6104,214.863290152,54.1002998827,0.0425797,10.507273,18.234772,17.782227,16.470984,15.171722,14.550747,14.202542,13.942078
9868-6102,219.227540718,46.8017683736,0.0363898,10.508805,19.215939,18.84779,16.758112,15.149459,14.39369,14.017304,13.746123
8443-6104,208.388300224,24.8752389123,0.0303522,10.509493,20.193409,19.192299,16.60247,14.876936,14.037728,13.624236,13.324752
8323-9101,196.063349007,35.4154973954,0.034418,10.510828,Infinity,Infinity,16.738386,15.041461,14.234485,13.817743,13.533945
9485-12705,121.779937488,36.2334785413,0.0323135,10.511293,17.885096,17.336004,16.05536,14.672558,14.003206,13.615757,13.354547
8080-12703,49.4878008228,-0.16910058475,0.0227967,10.511378,16.447937,16.01258,14.9136095,13.730518,13.145581,12.821532,12.587244
8443-6101,207.628850166,24.9766234294,0.0296739,10.511445,20.068869,19.104649,16.381418,14.774584,13.970122,13.550061,13.264123
9026-12705,251.458488506,43.8664730917,0.0338343,10.513393,19.244118,18.70259,16.65017,14.986898,14.22493,13.822005,13.546556
8725-1902,127.489366951,44.9401584256,0.0426329,10.5134735,21.259977,19.513895,17.293835,15.366924,14.658864,14.284476,14.001205
8444-12703,201.411105292,33.6804328237,0.0389689,10.513729,17.106176,16.649813,15.708104,14.582829,14.076321,13.775118,13.599603
7960-12701,257.138837223,31.8056435337,0.0315166,10.51389,17.367516,16.896458,15.695263,14.453602,13.869682,13.511957,13.3106365
8624-6101,261.852902661,58.516912718,0.0270187,10.514764,18.966387,21.812258,16.51587,14.734777,13.895095,13.475731,13.154526
8443-3702,207.067074342,25.7334869762,0.0369994,10.516451,20.152332,19.772469,16.925835,15.288008,14.463354,14.033254,13.678448
8141-12703,120.360092729,44.1936240334,0.0313725,10.516745,19.263802,,16.672785,15.001257,14.161746,13.692114,13.365703
7960-1902,257.567925509,32.2401129222,0.0363584,10.517285,21.61351,20.682917,17.240541,15.420013,14.546735,14.104354,13.77324
8947-9101,168.73450562,50.334872965,0.047134,10.520098,17.377226,17.096094,16.159195,14.999903,14.488805,14.164102,13.954259
8604-6102,246.073455506,39.2110394724,0.0300181,10.521047,20.718828,19.24636,16.723904,14.910155,14.046147,13.563009,13.307622
8712-6101,118.726922828,53.8462770857,0.0348771,10.523179,17.47898,16.859156,15.66599,14.494733,13.933157,13.59318,13.354659
8588-6101,248.456755755,39.2632054313,0.0317611,10.524612,16.881706,16.449455,15.617523,14.348051,13.757151,13.407542,13.177435
8568-9101,155.580761111,36.5830378474,0.0259165,10.526776,19.034172,18.444002,15.977108,14.410517,13.611777,13.185,12.888052
8134-6102,114.924507865,45.912609695,0.0319834,10.52681,19.832947,19.250143,16.752197,15.133906,14.26395,13.79772,13.501775
8945-6104,174.128115553,47.8172263134,0.0338399,10.528261,20.11609,22.126474,17.395462,15.141757,14.30749,13.886223,13.534691
8604-6103,244.690822661,39.3344443751,0.0316402,10.529675,20.849348,19.820618,16.682144,14.925547,14.099355,13.679711,13.3616905
8263-12705,186.058329937,44.9376349237,0.0479917,10.530021,17.134968,16.65731,16.127954,15.018467,14.512938,14.185441,14.01694
8592-3701,220.853123374,52.614527085,0.0370798,10.530613,19.932768,19.19516,17.210966,15.319414,14.462249,14.024491,13.714408
8612-6101,254.829005993,38.8662970392,0.0336007,10.532808,21.541601,20.543232,17.002073,15.173013,14.301472,13.848019,13.529262
8257-12704,166.832004204,46.3833190659,0.0245783,10.535847,18.75871,17.126205,15.628044,14.069074,13.337705,12.945861,12.702456
9881-9101,205.658931144,24.4650614544,0.0281263,10.536211,20.238348,19.374414,16.148367,14.599437,13.792566,13.378636,13.097029
9036-9101,237.903771175,44.2264379266,0.0396729,10.537121,19.751654,20.73837,17.458189,15.65827,14.702595,14.173585,13.803285
8452-3701,156.193566849,46.4560652324,0.0424317,10.537277,20.077013,18.67937,17.306572,15.446796,14.634548,14.230779,13.895303
8624-3702,263.050842728,59.9415180544,0.0278673,10.537575,20.745907,19.394411,16.473495,14.719443,13.883009,13.442376,13.122856
9491-3704,120.565821815,18.4022945386,0.039008,10.53852,Infinity,Infinity,17.179447,15.404588,14.522009,14.075783,13.727864
9038-6102,238.879063565,41.9504607524,0.0328828,10.539405,Infinity,Infinity,16.847086,14.9915,14.170193,13.730687,13.452946
8309-1902,210.602161793,51.6869609425,0.0411816,10.540158,Infinity,19.817207,16.919975,15.275925,14.555625,14.204586,13.958432
8453-3701,153.231920862,46.4177099017,0.0382131,10.540653,20.721571,25.85636,16.9881,15.328734,14.503261,14.085985,13.761077
8253-9101,157.66051618,44.0127207743,0.028031,10.541015,19.762922,18.372498,16.250648,14.533252,13.71471,13.296519,12.99169
9037-6103,235.901551805,43.913285783,0.0372465,10.542941,22.639791,20.444403,17.108597,15.262986,14.448697,14.015317,13.741566
9184-12704,119.738336353,32.6122499726,0.0282786,10.543324,19.333456,18.623192,16.378918,14.691016,13.883762,13.438258,13.14177
8947-12704,171.102653854,51.23494063,0.0271346,10.5434265,17.522018,17.042715,15.695108,14.241821,13.572033,13.202574,13.024259
8254-9101,161.261701641,43.7047581688,0.0253261,10.543909,19.019327,18.294243,16.03561,14.316513,13.519895,13.0945835,12.8158655
8549-12702,241.271446954,45.4429921738,0.0433422,10.544996,Infinity,Infinity,16.244995,14.909716,14.3254,13.951606,13.753018
8588-3702,250.846417421,39.8064615397,0.0301764,10.545102,18.382772,17.678211,16.098143,14.630963,13.877254,13.4690075,13.188567
7964-6101,316.590372742,-0.771234643933,0.0486859,10.545951,18.481035,,16.883913,15.612062,14.924908,14.527454,14.267561
8313-6102,240.912436689,41.1530561798,0.0341391,10.546126,20.631887,20.28996,11.939108,15.044941,14.226563,13.822501,13.546292
9095-3704,243.356593668,21.9094219957,0.031867,10.547874,23.122927,19.37113,16.460068,14.832834,14.06165,13.661797,13.371052
8243-6103,129.174890372,53.7272308436,0.0314668,10.5485,21.631363,20.31607,16.840862,15.0004015,14.132114,13.690237,13.384265
8244-6101,130.454908959,50.7864246426,0.0543933,10.550746,18.19965,17.712273,16.75326,15.437729,14.842521,14.451641,14.220843
9876-12703,194.697503972,27.6747219433,0.0279622,10.551693,20.255169,19.03144,16.416937,14.468166,13.688419,13.281994,13.039365
8547-3703,217.71277672,53.9077941771,0.0433401,10.553155,19.642017,18.848356,16.855461,15.444455,14.649579,14.243686,13.966549
8452-6102,156.138100834,46.8312068204,0.0424731,10.553268,18.862064,18.47878,16.672333,15.231996,14.537356,14.103018,13.900851
8945-1902,174.478161687,47.4663535061,0.034059,10.5534725,21.9583,20.43375,16.844585,15.029513,14.214873,13.817915,13.537599
7977-12705,332.892838008,11.7959286635,0.0269487,10.554673,18.387133,18.004532,16.027012,14.569194,13.819302,13.37771,13.128193
8482-12703,245.503111116,49.5207899339,0.049627,10.555002,17.48482,17.353859,16.47677,15.182129,14.633928,14.282513,14.127749
8134-9102,116.280206992,46.0724212288,0.0312375,10.555155,Infinity,Infinity,16.0005,14.597292,13.867729,13.46017,13.205479
8938-1901,120.598542432,31.1877467469,0.0389208,10.556373,Infinity,20.892435,17.162231,15.391507,14.584577,14.186329,13.892485
8329-12701,213.416820051,43.8665647606,0.0350445,10.559485,16.92444,16.52029,15.614072,14.378657,13.820393,13.496828,13.275659
8600-3703,245.865872374,41.706383369,0.0277109,10.560758,18.55757,18.038498,16.100863,14.445331,13.694875,13.27223,13.038111
8727-9101,55.5390442103,-7.43796958254,0.0335196,10.56211,18.904428,19.346712,16.796888,15.088761,14.249321,13.806072,13.519006
8323-6101,196.978400702,34.0870995491,0.03365,10.56214,18.593851,17.934105,16.312944,14.738219,13.996107,13.623084,13.369868
8132-12702,110.888511167,41.4349068759,0.0276224,10.562418,16.529175,16.3898,15.576097,14.20458,13.56023,13.190384,13.003599
8604-12703,247.76417484,39.838503868,0.0305383,10.562988,19.528847,18.66445,16.308954,14.652878,13.894926,13.488935,13.231185
8993-6103,166.704827641,45.9646320876,0.024898,10.56337,18.29384,17.813725,15.8611555,14.22314,13.437216,13.03173,12.740035
8086-9101,57.2429855767,-0.521120144849,0.0398068,10.563765,20.263481,19.66003,17.461025,15.750386,14.868727,14.369123,14.016237
8625-12703,259.682229019,58.1351167645,0.0290814,10.564202,18.013361,17.586842,15.945287,14.582734,13.829807,13.404825,13.112164
9870-9101,233.28344626,44.5356789804,0.0367199,10.564786,18.108204,17.655298,16.278257,14.857995,14.182625,13.808026,13.597473
8712-12705,121.664731894,55.1470956778,0.0328685,10.566374,18.901356,18.629454,16.585451,14.990499,14.170202,13.730327,13.431664
8717-9101,118.344852476,36.2743788157,0.0457385,10.568352,18.422518,17.92358,16.489567,15.259899,14.61461,14.23573,14.007576
9872-9102,234.134706786,41.7992939146,0.0413954,10.568482,18.33793,17.676458,16.223768,14.987639,14.348957,13.97817,13.716017
8597-12702,224.289078875,48.6339685087,0.0353781,10.56873,18.818138,18.204973,16.443016,14.907879,14.160889,13.7479105,13.465258
9088-6104,243.833725892,26.6245401059,0.0321971,10.569715,,19.866007,16.797792,15.019206,14.142059,13.671776,13.369665
9033-12705,224.018183078,45.4052658652,0.0361875,10.570564,16.768646,16.37789,15.469004,14.183418,13.679878,13.3768015,13.255926
8568-6104,157.183003141,37.0918034183,0.0455334,10.571726,19.350945,18.726782,17.04677,15.422915,14.659293,14.253822,13.963536
8946-12701,169.42303,47.0834,0.0531635,10.572538,19.077435,17.74075,17.174246,15.305994,14.601894,14.246937,13.8424225
8482-3702,245.089656802,49.9434910924,0.0403355,10.572552,18.392881,17.762644,16.401525,15.0321865,14.345689,13.963147,13.716257
8143-3704,120.384641982,42.0022978274,0.0315773,10.573077,19.973837,19.722029,16.841076,14.955758,14.087437,13.634838,13.315172
7990-1901,264.455604594,57.1107078948,0.0300175,10.577216,Infinity,20.122139,16.848932,14.899335,13.999368,13.558145,13.252124
8482-3704,245.412401545,49.4488426232,0.0323949,10.578661,17.952215,17.42906,15.998785,14.543371,13.854928,13.479043,13.203769
8146-3702,116.110427262,29.2693961696,0.0395546,10.580458,21.822239,20.485125,17.14759,15.330666,14.503983,14.095185,13.790497
8261-3701,183.126549322,45.6854504505,0.0409084,10.580616,19.474297,18.743042,16.73789,15.201346,14.448187,14.02893,13.775547
9196-12701,260.126453553,52.6430405566,0.0309348,10.582083,17.584587,17.686932,16.322575,14.703685,13.939958,13.531363,13.249929
8553-12702,233.509524302,56.685685533,0.0120382,10.582654,16.26649,15.500004,14.034484,12.479544,11.684668,11.231487,10.922906
8450-6103,171.954826807,21.3861029393,0.0406226,10.582685,20.96487,19.58591,17.05199,15.306446,14.486305,14.061961,13.802625
8992-9102,172.430513229,51.2376634304,0.0347661,10.583155,19.698812,18.949198,16.71711,14.930139,14.1156225,13.668802,13.3634205
8253-6104,158.251424806,42.9284226228,0.0446767,10.5837145,18.61473,17.694246,16.479866,15.263183,14.51273,14.120128,13.841148
8322-12702,200.09610911,30.4447207527,0.0475717,10.584631,19.997929,18.648626,17.08246,15.569881,14.776889,14.367801,14.079734
9485-3704,122.247464028,36.6875143484,0.0304231,10.584796,19.92851,19.064917,16.904627,15.002187,14.0640545,13.575796,13.24195
8144-6102,114.635528012,29.1855193993,0.0393096,10.585602,25.210455,20.8672,16.98504,15.363828,14.536811,14.103131,13.833751
8595-3703,221.43798422,51.5808196479,0.0296268,10.585714,18.712639,17.478233,15.788313,14.242361,13.546454,13.177659,12.921092
7957-6101,256.791953979,34.2697504313,0.0311029,10.587985,20.904034,19.925962,16.68121,14.785392,13.968223,13.538536,13.245547
9868-6103,218.662631073,47.9683332314,0.0363322,10.588248,20.466116,19.291985,16.896284,15.151206,14.302134,13.87774,13.58978
8332-12705,209.251980577,43.3620339874,0.0329332,10.5892315,18.279741,17.73692,16.111107,14.673024,13.929497,13.531374,13.2597475
9029-12702,247.251721144,41.2842648761,0.0318872,10.58955,17.590025,16.927288,15.677546,14.350663,13.707875,13.373462,13.157735
8317-3702,193.666721192,43.8700765532,0.0389212,10.589558,22.056093,20.492228,17.270973,15.288898,14.431659,13.950589,13.727481
8141-3703,117.471453804,44.8731552648,0.0489803,10.59049,20.361355,19.2856,17.915031,15.847114,14.95775,14.519599,14.219461
8485-3703,235.574805488,48.2156606778,0.0345131,10.590704,,20.179523,16.99084,14.984541,14.173585,13.750981,13.484329
8143-6104,119.822532489,42.0085365923,0.0436444,10.590859,19.771324,19.179857,17.260012,15.587001,14.7220955,14.26661,13.961064
8550-6101,247.083243108,38.8114106586,0.0309815,10.590874,19.72308,18.481213,16.52399,14.695494,13.860799,13.443708,13.138332
9872-9101,233.115235694,41.8117859622,0.0415867,10.59344,17.502232,17.135727,16.120003,14.871337,14.283836,13.8546295,13.698991
8077-12705,41.694639931,-0.728826852116,0.0438592,10.593996,19.045977,18.408978,16.685457,15.353534,14.604342,14.193237,13.885227
8550-12702,247.620045755,39.6260442554,0.0303604,10.594378,18.566832,17.865267,16.118633,14.567967,13.790051,13.361488,13.073166
8715-6104,121.834404691,51.1316070317,0.0175332,10.594464,Infinity,Infinity,15.389546,13.604924,12.73661,12.267269,11.923297
9869-12703,249.537684437,39.9177974265,0.0293892,10.594721,18.269747,17.396637,15.95973,14.373572,13.621723,13.199595,12.929869
8939-12703,125.60327372,25.5090791387,0.0277978,10.594867,17.336946,18.10825,16.262972,14.432019,13.6619005,13.25685,12.9569845
8626-6103,262.686906258,56.351977958,0.0303248,10.595232,21.168566,19.73723,16.547962,14.756275,13.918763,13.489702,13.204273
8135-6103,113.057012986,39.5600737596,0.0488063,10.596409,20.17855,19.722063,17.415777,15.783725,14.958357,14.533294,14.233037
9485-12701,119.657109462,37.4830883777,0.040093,10.597091,18.252216,19.897566,16.734882,15.351153,14.521344,14.101085,13.812192
8312-9102,246.980181138,39.2588221446,0.029007,10.597317,19.270247,19.39054,16.070024,14.523695,13.755783,13.348294,13.053524
9095-6102,243.4418295,22.9190135369,0.0319161,10.598007,19.701918,19.051273,16.580982,14.934045,14.088688,13.640047,13.330219
8481-6103,238.286105126,54.147238944,0.0467487,10.598733,18.890131,18.130136,16.93535,15.31726,14.583776,14.122525,13.959518
9194-3704,47.3207531152,-0.906653484303,0.0392907,10.599417,21.551659,20.46833,17.18834,15.40202,14.542316,14.114392,13.79809
8944-12704,150.643131656,34.9358500505,0.0384096,10.59955,17.983225,17.505095,16.256384,14.783914,14.09943,13.721649,13.468801
8313-12704,240.960024301,41.5218602856,0.0340357,10.599946,18.885818,18.4244,16.47765,14.829443,14.048174,13.608617,13.345475
8713-6104,118.317318379,39.050122769,0.0408673,10.6006975,17.239866,16.779947,15.753896,14.539649,14.00198,13.659478,13.440709
8555-3701,246.760690284,43.4760996734,0.0462348,10.60142,20.790615,19.454554,17.091389,15.353039,14.609983,14.229401,13.930165
8258-12704,167.776507023,43.6330113334,0.0250287,10.601779,17.561853,17.180037,15.564257,14.043926,13.317086,12.936675,12.668964
9183-3704,122.527402835,38.0170889262,0.0404168,10.603401,20.444561,19.1947,16.91116,15.305107,14.483685,14.055264,13.77085
8484-6102,247.856495063,46.3241798011,0.032716,10.604294,20.778313,19.472666,16.54654,14.78234,13.980928,13.560172,13.271472
8990-6101,174.152694674,49.063052459,0.0323144,10.604961,19.656876,19.731339,16.673195,14.837808,13.982598,13.557343,13.265335
8984-3703,203.087229868,29.0762260349,0.044027,10.606492,21.877573,19.905598,16.90319,15.2621355,14.527735,14.1674,13.913027
9033-3704,223.92242919,45.5407519444,0.0374226,10.612524,17.92655,17.341957,16.323437,14.812402,14.073282,13.664319,13.38978
9039-9102,230.522490622,33.1485944671,0.0317065,10.612549,Infinity,Infinity,16.401245,14.664183,13.852258,13.401612,13.119954
8154-6103,44.3494696109,-0.309408675599,0.0290858,10.613416,21.283297,19.667366,16.411728,14.692127,13.841955,13.393102,13.074133
8311-3703,205.012172737,23.1429736187,0.0316772,10.61385,18.056879,17.574293,15.797843,14.4189205,13.737716,13.358336,13.116851
8083-6102,51.1150071408,-0.0863352016678,0.0364771,10.614265,20.113768,19.754889,17.098356,15.3772745,14.459011,13.998681,13.647678
8252-12702,145.530849239,48.1548737786,0.0336686,10.614306,19.867592,19.242414,16.357533,14.818796,14.01352,13.585121,13.310081
9865-9101,223.562877073,49.4304975378,0.0372611,10.614453,20.538023,20.153093,16.943398,15.124228,14.281739,13.847879,13.640472
7957-3701,256.369657235,35.6346666211,0.0362875,10.614804,20.942867,20.32465,16.960814,15.122359,14.256819,13.816787,13.503248
8615-6104,319.901867923,0.704249718837,0.0346836,10.615587,23.538195,20.93269,17.221642,15.256968,14.324812,13.852846,13.546542
8616-3701,322.467437693,-0.631275969015,0.0301797,10.617412,21.320381,19.800346,16.422943,14.687795,13.868438,13.449345,13.158138
8716-6104,123.191589434,54.1397196685,0.0412819,10.617769,19.321274,19.274546,17.125967,15.383796,14.535472,14.092673,13.790501
8482-12705,244.216716794,50.2821959759,0.0416814,10.61856,18.569656,18.062107,16.438702,15.118953,14.414593,13.994179,13.803079
8318-12703,196.232419455,47.5036436707,0.0392604,10.61862,Infinity,Infinity,15.802808,14.524893,13.931167,13.569369,13.3441725
9041-12701,236.941512144,28.6416976104,0.0332619,10.618651,16.309084,15.988023,14.883723,13.718212,13.268244,12.959815,12.8694105
9036-3703,239.974949776,44.7089900857,0.04173,10.620296,21.722466,20.778406,17.054594,15.373956,14.530571,14.108081,13.824654
9031-3704,239.974949776,44.7089900857,0.04173,10.620296,21.722466,20.778406,17.054594,15.373956,14.530571,14.108081,13.824654
8996-12702,172.367915474,52.2256548653,0.0480427,10.620613,19.681404,19.055605,17.252337,15.582222,14.757716,14.273172,13.977379
7957-6103,256.673485648,35.8695849617,0.0278009,10.622781,21.396992,19.699413,16.267084,14.494284,13.649815,13.215113,12.896336
8624-3701,261.346639144,58.8227350105,0.0285298,10.624479,20.74847,20.219461,16.481565,14.583406,13.737078,13.315421,13.020791
9193-9101,46.2941968423,-1.07547036487,0.0450558,10.625659,19.2135,18.874561,17.160912,15.483904,14.695107,14.269172,13.999242
8313-12705,242.682530759,41.1485576864,0.0315371,10.626794,17.97389,17.721237,16.101425,14.544463,13.807027,13.402784,13.1614
8980-6103,224.752516157,43.4077302751,0.0305962,10.627309,21.61398,20.479683,16.468496,14.632627,13.814186,13.394561,13.111757
9026-9101,249.318419223,44.4182296144,0.0314197,10.627496,18.149837,17.594791,15.934344,14.433951,13.733531,13.353486,13.112317
8547-12701,217.629970676,52.7071590288,0.0448811,10.629216,18.947134,18.156588,16.754543,15.189897,14.4556,14.047609,13.8046055
8595-6104,219.396614145,51.5831340853,0.0436696,10.6296,19.58787,18.804012,16.93962,15.242741,14.477547,14.034141,13.812355
8945-6102,173.701235773,46.9899499513,0.0329081,10.629983,20.071772,18.873615,16.643272,14.779828,13.92147,13.461956,13.145711
8153-3701,39.6170562283,-1.04675798533,0.0370457,10.63045,Infinity,Infinity,17.077093,15.138648,14.261313,13.817199,13.552497
8086-1901,57.1126544157,-0.788729667456,0.0402069,10.633237,22.304066,21.22284,17.81001,15.830508,14.818594,14.277003,13.896061
9888-3702,235.374904168,27.9865024337,0.0319365,10.633402,21.134665,20.014185,16.730314,14.770806,13.930911,13.504532,13.188798
8979-1902,242.585330709,41.8548951944,0.039546,10.634306,21.766827,19.066387,16.369246,14.766105,14.138336,13.82354,13.604192
